Sampler:TPESampler
(87, 77, 48), 40.0
(65, 25, 27), 26.0
(49, 12, 60), 24.0
(71, 77, 71), None
(31, 81, 1), 24.0
(21, 76, 54), 46.0
(78, 84, 37), 40.0
(73, 59, 74), 30.0
(54, 35, 44), 26.0
(57, 58, 90), 28.0
(0, 4, 16), 31.0
(25, 99, 7), 32.0
(40, 4, 1), 47.0
(39, 34, 64), 22.0
(42, 22, 65), 26.0
(1, 38, 99), 28.0
(43, 16, 82), 30.0
(12, 44, 59), 30.0
(95, 17, 37), 20.0
(96, 30, 29), 24.0
(96, 55, 38), 28.0
(51, 13, 61), 30.0
(61, 13, 77), 22.0
(82, 21, 79), 26.0
(64, 0, 87), 34.0
(88, 44, 68), 28.0
(29, 30, 24), 20.0
(15, 14, 21), 34.0
(35, 30, 37), 24.0
(88, 6, 46), 24.0
(28, 23, 14), 28.0
(35, 30, 52), 29.0
(64, 36, 24), 26.0
(18, 46, 75), 30.0
(47, 18, 29), 34.0
(59, 9, 32), 28.0
(36, 29, 58), 30.0
(9, 39, 43), 30.0
(72, 25, 49), 26.0
(23, 65, 18), 26.0
(77, 18, 72), 30.0
(89, 8, 45), 30.0
(48, 13, 65), 26.0
(93, 6, 54), 24.0
(93, 2, 53), 18.0
(79, 2, 11), 32.0
(84, 10, 40), 28.0
(99, 27, 32), 26.0
(29, 34, 55), 28.0
(67, 19, 78), 26.0
(39, 0, 86), 28.0
(53, 12, 63), 22.0
(56, 12, 64), 28.0
(44, 17, 68), 28.0
(52, 24, 94), 32.0
(91, 52, 62), 38.0
(68, 40, 69), 32.0
(61, 93, 34), 24.0
(31, 4, 25), 24.0
(94, 33, 56), 26.0
(45, 21, 41), 28.0
(35, 15, 50), 32.0
(98, 6, 48), 22.0
(83, 10, 48), 26.0
(98, 5, 6), 31.0
(85, 8, 51), 26.0
(95, 2, 59), 26.0
(54, 12, 82), 26.0
(76, 20, 77), 27.0
(40, 26, 71), 30.0
(90, 15, 63), 34.0
(25, 31, 35), 24.0
(95, 6, 53), 26.0
(30, 43, 40), 29.0
(50, 11, 57), 26.0
(99, 28, 28), None
(32, 3, 22), 43.0
(59, 67, 67), None
(47, 8, 60), 26.0
(64, 79, 34), 24.0
(62, 81, 46), 26.0
(21, 47, 34), 24.0
(92, 0, 53), 20.0
(92, 0, 1), 27.0
(89, 16, 47), 22.0
(87, 16, 42), 26.0
(97, 22, 49), 24.0
(79, 7, 46), 27.0
(86, 10, 44), 32.0
(92, 14, 55), 26.0
(74, 2, 38), 26.0
(96, 32, 18), 24.0
(81, 41, 17), 30.0
(27, 35, 52), 34.0
(89, 93, 30), 31.0
(24, 24, 26), None
(42, 18, 37), 24.0
(93, 5, 47), 32.0
(96, 22, 51), 32.0
(38, 4, 81), 26.0
(97, 20, 48), 24.0
(7, 38, 74), 28.0
(18, 19, 57), None
(69, 89, 36), 29.0
(55, 49, 39), 26.0
(88, 12, 44), 36.0
(33, 17, 66), 22.0
(99, 32, 13), 28.0
(60, 16, 66), 26.0
(34, 26, 61), 42.0
(52, 9, 23), 28.0
(22, 61, 70), 26.0
(18, 46, 74), 38.0
(27, 13, 33), 30.0
(33, 1, 26), 40.0
(94, 14, 49), 28.0
(91, 7, 63), 30.0
(43, 18, 31), 28.0
(63, 73, 19), 29.0
(82, 5, 53), 22.0
(37, 30, 53), 28.0
(85, 6, 55), 18.0
(82, 3, 59), 24.0
(85, 10, 54), 34.0
(41, 6, 65), 28.0
(97, 20, 56), 32.0
(88, 0, 58), 28.0
(90, 8, 42), 28.0
(86, 11, 51), 26.0
(93, 16, 50), 26.0
(32, 4, 60), 38.0
(81, 3, 59), 24.0
(20, 53, 47), 26.0
(77, 3, 62), 22.0
(83, 6, 62), 32.0
(29, 2, 56), 26.0
(91, 9, 54), 34.0
(74, 5, 67), 24.0
(57, 37, 72), 24.0
(26, 12, 65), 26.0
(78, 0, 89), 33.0
(70, 4, 25), 34.0
(94, 28, 52), 28.0
(61, 23, 44), 26.0
(97, 21, 48), 26.0
(47, 14, 46), 32.0
(84, 9, 61), 28.0
(94, 6, 55), 26.0
(24, 2, 63), 34.0
(81, 3, 58), 24.0
(35, 8, 21), 30.0
(87, 17, 49), 35.0
(53, 0, 72), 26.0
(65, 6, 57), 30.0
(75, 4, 54), 24.0
(30, 11, 52), 36.0
(72, 12, 54), 24.0
(77, 15, 37), 34.0
(36, 7, 41), 24.0
(67, 75, 28), 44.0
(50, 18, 31), 32.0
(58, 36, 67), 24.0
(92, 19, 43), 30.0
(99, 16, 69), 25.0
(31, 34, 39), 18.0
(89, 34, 37), 30.0
(58, 40, 68), 24.0
(81, 29, 60), 25.0
(33, 31, 34), 34.0
(39, 2, 39), None
(31, 4, 20), 28.0
(57, 37, 76), 32.0
(97, 24, 16), 26.0
(13, 42, 84), 26.0
(90, 9, 64), 32.0
(96, 21, 12), 32.0
(42, 33, 41), 30.0
(30, 35, 39), 18.0
(80, 3, 2), 40.0
(29, 84, 35), 26.0
(28, 27, 97), 32.0
(75, 13, 51), 24.0
(35, 34, 45), 29.0
(84, 32, 58), 24.0
(21, 58, 34), 24.0
(79, 99, 55), 30.0
(38, 0, 38), None
(45, 30, 32), 34.0
(93, 22, 50), 39.0
(95, 35, 52), 28.0
(55, 6, 9), 26.0
(25, 38, 73), 24.0
(31, 37, 29), 31.0
(26, 46, 35), 29.0
(75, 7, 53), 28.0
(37, 13, 39), 30.0
(91, 14, 50), 30.0
(95, 54, 36), 28.0
(87, 71, 61), 40.0
(85, 3, 58), 26.0
(81, 2, 60), 29.0
(32, 11, 42), 37.0
(98, 5, 66), 26.0
(18, 50, 79), 23.0
(34, 16, 79), 28.0
(72, 48, 56), 38.0
(9, 5, 24), 28.0
(15, 31, 54), 26.0
(51, 51, 78), None
(16, 0, 34), 32.0
(20, 41, 64), 29.0
(89, 40, 47), 24.0
(30, 18, 22), 30.0
(74, 9, 27), 28.0
(66, 7, 54), 28.0
(77, 8, 62), 24.0
(70, 4, 66), 28.0
(85, 65, 40), 31.0
(83, 50, 59), 30.0
(60, 34, 80), 30.0
(58, 36, 48), 35.0
(53, 38, 46), 42.0
(79, 17, 62), 24.0
(72, 11, 56), 28.0
(56, 49, 68), 30.0
(93, 32, 65), 29.0
(63, 33, 76), 30.0
(28, 58, 51), 24.0
(98, 78, 51), 33.0
(28, 44, 75), 30.0
(96, 2, 7), 25.0
(25, 12, 84), 27.0
(22, 1, 48), 26.0
(92, 58, 37), 30.0
(89, 56, 53), 30.0
(77, 40, 62), 34.0
(27, 4, 57), 48.0
(95, 28, 63), 28.0
(60, 36, 67), 24.0
(18, 88, 32), 26.0
(58, 36, 69), 42.0
(36, 7, 40), 26.0
(80, 6, 43), 32.0
(23, 85, 33), 24.0
(62, 39, 30), 22.0
(60, 94, 35), 28.0
(61, 39, 30), 24.0
(64, 29, 31), 30.0
(79, 19, 15), 36.0
(33, 31, 36), 38.0
(23, 90, 27), 24.0
(83, 35, 70), 28.0
(86, 33, 60), 24.0
(31, 15, 54), 26.0
(88, 38, 49), 28.0
(49, 3, 25), 33.0
(94, 26, 56), 30.0
(4, 20, 63), 26.0
(82, 5, 59), 26.0
(81, 2, 58), 24.0
(30, 43, 33), 26.0
(99, 85, 23), 24.0
(41, 17, 72), 28.0
(91, 62, 45), 26.0
(96, 36, 4), 28.0
(78, 9, 62), 24.0
(20, 32, 29), 28.0
(63, 4, 82), 31.0
(77, 8, 55), 26.0
(93, 38, 78), 36.0
(97, 15, 18), 36.0
(45, 23, 49), 32.0
(29, 96, 33), 28.0
(17, 2, 52), 34.0
(99, 78, 21), 26.0
(39, 13, 41), 28.0
(68, 0, 38), 28.0
(14, 47, 65), 28.0
(80, 5, 61), 31.0
(84, 1, 59), 24.0
(32, 84, 23), 32.0
(62, 41, 67), 26.0
(76, 10, 52), 28.0
(21, 35, 30), 34.0
(26, 39, 26), None
(57, 10, 73), 28.0
(90, 41, 46), 22.0
(33, 41, 44), 31.0
(53, 37, 64), 25.0
(36, 43, 38), 30.0
(55, 34, 70), 28.0
(87, 90, 27), 26.0
(23, 71, 30), 32.0
(66, 45, 47), 26.0
(59, 38, 77), 38.0
(96, 19, 50), 23.0
(90, 12, 53), 31.0
(95, 21, 48), 24.0
(75, 4, 80), 24.0
(95, 20, 46), 28.0
(86, 18, 27), 32.0
(92, 56, 51), 24.0
(90, 14, 48), 26.0
(48, 16, 75), 32.0
(88, 6, 91), 26.0
(92, 8, 62), 30.0
(94, 5, 71), 30.0
(51, 2, 68), 22.0
(52, 2, 55), 28.0
(50, 34, 67), 28.0
(74, 14, 81), 26.0
(93, 0, 51), 22.0
(84, 0, 50), 28.0
(96, 17, 42), 28.0
(54, 0, 67), 30.0
(70, 8, 50), 30.0
(91, 42, 37), 22.0
(90, 1, 65), 28.0
(93, 45, 39), 34.0
(91, 41, 45), 28.0
(97, 23, 49), 24.0
(94, 3, 57), 30.0
(98, 31, 53), 40.0
(28, 43, 52), 36.0
(88, 30, 36), 24.0
(91, 2, 85), 31.0
(11, 18, 50), 30.0
(86, 0, 56), 28.0
(96, 33, 46), 26.0
(47, 53, 40), 28.0
(92, 5, 25), 30.0
(89, 20, 47), 26.0
(43, 3, 64), 34.0
(56, 40, 69), 30.0
(34, 51, 43), 33.0
(54, 3, 53), 28.0
(93, 42, 47), 22.0
(93, 10, 44), 28.0
(92, 47, 51), 20.0
(90, 48, 50), 24.0
(92, 45, 48), 30.0
(94, 42, 51), 30.0
(19, 43, 35), 46.0
(88, 46, 51), 26.0
(94, 39, 76), 40.0
(91, 13, 49), 24.0
(89, 51, 44), 24.0
(31, 48, 46), 22.0
(31, 49, 47), 26.0
(95, 46, 42), 20.0
(93, 47, 42), 22.0
(94, 48, 41), 26.0
(91, 46, 42), 24.0
(97, 44, 39), 24.0
(95, 47, 44), 28.0
(92, 45, 42), 28.0
(99, 39, 38), 34.0
(92, 47, 45), 28.0
(30, 49, 40), 27.0
(96, 44, 42), 26.0
(90, 50, 45), 28.0
(32, 43, 38), 29.0
(87, 45, 44), 26.0
(93, 47, 43), 24.0
(97, 42, 40), 30.0
(93, 46, 43), 22.0
(95, 50, 46), 26.0
(90, 44, 42), 25.0
(28, 52, 40), 30.0
(92, 48, 45), 30.0
(50, 47, 37), 24.0
(99, 0, 39), 23.0
(89, 49, 47), 28.0
(95, 44, 41), 32.0
(97, 40, 47), 24.0
(34, 45, 37), 31.0
(87, 42, 45), 24.0
(90, 42, 44), 25.0
(91, 6, 48), 28.0
(94, 51, 42), 30.0
(95, 2, 40), 30.0
(97, 50, 42), 34.0
(92, 46, 44), 32.0
(95, 45, 46), 28.0
(93, 48, 39), 36.0
(88, 43, 53), 32.0
(90, 40, 37), 20.0
(89, 49, 41), 23.0
(93, 53, 37), 28.0
(86, 44, 46), 24.0
(91, 40, 35), 24.0
(89, 41, 48), 24.0
(96, 41, 49), 24.0
(91, 37, 37), None
(99, 52, 39), 26.0
(95, 46, 43), 20.0
(94, 45, 36), 32.0
(91, 43, 40), 30.0
(97, 45, 43), 28.0
(95, 42, 45), 26.0
(85, 47, 41), 22.0
(87, 0, 55), 34.0
(97, 15, 52), 30.0
(94, 46, 42), 20.0
(90, 38, 65), 32.0
(95, 43, 39), 28.0
(99, 36, 47), 38.0
(29, 48, 43), 24.0
(96, 7, 38), 24.0
(93, 46, 42), 20.0
(92, 50, 43), 30.0
(1, 46, 41), 28.0
(95, 46, 44), 22.0
(27, 41, 46), 26.0
(94, 49, 41), 28.0
(91, 44, 44), None
(86, 47, 41), 24.0
(97, 55, 38), 30.0
(88, 51, 40), 33.0
(85, 46, 95), 35.0
(30, 4, 50), 44.0
(93, 48, 35), 28.0
(89, 28, 52), 24.0
(90, 2, 51), 23.0
(94, 50, 39), 26.0
(97, 45, 46), 28.0
(98, 45, 37), 30.0
(92, 46, 40), 28.0
(96, 48, 42), 22.0
(84, 49, 10), 26.0
(87, 10, 54), 34.0
(83, 52, 42), 36.0
(99, 6, 56), 31.0
(95, 54, 44), 40.0
(46, 0, 49), 28.0
(95, 3, 54), 26.0
(97, 44, 45), 26.0
(91, 38, 33), 24.0
(93, 46, 41), 26.0
(82, 5, 48), 24.0
(93, 49, 42), 26.0
(95, 46, 40), 28.0
(37, 35, 44), 28.0
(92, 47, 43), 26.0
(96, 49, 42), 24.0
(89, 51, 40), 29.0
(99, 46, 44), 26.0
(89, 25, 36), 38.0
(96, 44, 45), 24.0
(26, 40, 49), 30.0
(97, 42, 38), 24.0
(95, 45, 43), 26.0
(92, 32, 46), 24.0
(93, 40, 34), 30.0
(88, 42, 40), 32.0
(52, 36, 46), 26.0
(87, 48, 47), 34.0
(98, 49, 36), 36.0
(30, 51, 58), 24.0
(94, 49, 42), 24.0
(86, 0, 53), 32.0
