Sampler:TPESampler
(366, 163, 27, 40, 349, 4), 72.0
(267, 58, 70, 56, 285, 178), 70.0
(399, 313, 344, 100, 172, 73), 46.0
(144, 316, 128, 79, 363, 141), 54.0
(277, 13, 81, 59, 399, 193), 46.0
(338, 253, 187, 39, 228, 92), 56.0
(371, 382, 267, 15, 25, 52), 46.0
(179, 362, 150, 83, 361, 150), None
(121, 78, 382, 16, 254, 102), 48.0
(289, 334, 360, 122, 295, 126), 50.0
(97, 17, 316, 36, 388, 34), 65.0
(144, 207, 112, 73, 339, 324), 58.0
(113, 42, 369, 47, 383, 45), 72.0
(281, 389, 98, 173, 268, 208), 60.0
(163, 309, 130, 90, 319, 156), 40.0
(155, 307, 121, 83, 312, 157), 46.0
(349, 283, 202, 149, 214, 229), 62.0
(188, 345, 159, 92, 351, 136), 44.0
(187, 343, 152, 120, 316, 112), 44.0
(207, 329, 140, 107, 317, 88), 66.0
(226, 360, 218, 128, 298, 116), 52.0
(333, 290, 390, 67, 246, 375), 52.0
(132, 266, 131, 54, 372, 174), 67.0
(162, 350, 160, 91, 331, 133), 44.0
(171, 315, 100, 28, 337, 131), 48.0
(255, 240, 343, 107, 329, 77), 54.0
(81, 324, 387, 213, 362, 268), 86.0
(296, 266, 286, 155, 268, 66), 40.0
(160, 354, 161, 163, 269, 105), 59.0
(122, 4, 239, 11, 378, 59), 54.0
(300, 93, 297, 28, 92, 19), 59.0
(224, 222, 284, 94, 230, 91), 64.0
(190, 336, 174, 75, 351, 140), 50.0
(309, 190, 151, 114, 285, 162), 50.0
(267, 266, 329, 152, 271, 145), 62.0
(249, 305, 136, 48, 321, 181), 62.0
(321, 41, 75, 64, 292, 201), 66.0
(289, 64, 49, 42, 276, 166), 65.0
(109, 38, 90, 8, 387, 182), 48.0
(353, 292, 183, 137, 344, 110), 40.0
(358, 346, 181, 120, 308, 117), 58.0
(382, 321, 121, 195, 370, 149), 56.0
(315, 292, 371, 180, 112, 65), 52.0
(355, 363, 213, 57, 354, 190), 64.0
(345, 278, 273, 138, 258, 99), 56.0
(388, 306, 189, 159, 340, 297), 44.0
(280, 29, 90, 72, 399, 125), 44.0
(389, 302, 189, 156, 366, 296), 70.0
(370, 261, 256, 126, 341, 353), 56.0
(189, 338, 155, 92, 305, 112), 52.0
(376, 291, 352, 19, 345, 327), 74.0
(327, 235, 392, 103, 244, 77), 50.0
(88, 137, 365, 35, 331, 28), 50.0
(176, 345, 171, 85, 316, 155), 54.0
(301, 17, 376, 1, 195, 52), 40.0
(197, 18, 145, 1, 66, 53), 58.0
(294, 1, 377, 9, 146, 35), 46.0
(302, 282, 349, 22, 0, 95), 65.0
(342, 247, 321, 140, 173, 338), 70.0
(274, 23, 307, 76, 399, 84), 53.0
(163, 388, 161, 90, 357, 132), 42.0
(182, 380, 179, 118, 354, 108), 44.0
(20, 397, 230, 61, 378, 171), 44.0
(150, 9, 382, 32, 390, 43), 70.0
(309, 271, 365, 49, 200, 66), 66.0
(316, 373, 199, 170, 253, 126), 56.0
(333, 367, 398, 129, 27, 107), 48.0
(133, 51, 117, 21, 383, 216), 50.0
(322, 274, 335, 71, 224, 125), 52.0
(127, 297, 340, 290, 239, 18), 44.0
(284, 389, 62, 278, 264, 15), 56.0
(163, 317, 129, 80, 292, 162), 46.0
(168, 329, 161, 110, 328, 135), 40.0
(144, 354, 164, 109, 326, 131), 46.0
(179, 381, 175, 0, 358, 56), 70.0
(298, 397, 198, 65, 375, 171), 68.0
(168, 329, 157, 99, 348, 136), 55.0
(153, 323, 146, 114, 367, 143), 46.0
(111, 314, 103, 88, 386, 72), 48.0
(28, 387, 244, 146, 356, 110), 50.0
(139, 333, 135, 44, 333, 150), None
(262, 32, 92, 90, 126, 123), 60.0
(363, 114, 179, 135, 371, 87), 63.0
(187, 311, 163, 132, 323, 99), 48.0
(206, 291, 387, 373, 198, 139), 66.0
(9, 24, 218, 62, 378, 118), 56.0
(45, 380, 226, 121, 345, 201), 48.0
(163, 303, 361, 179, 235, 158), 61.0
(178, 370, 181, 56, 361, 184), 42.0
(215, 341, 152, 101, 303, 183), 46.0
(194, 358, 168, 55, 314, 192), 68.0
(338, 366, 345, 316, 76, 0), 60.0
(175, 397, 183, 38, 358, 177), 54.0
(167, 369, 207, 51, 337, 166), 52.0
(352, 328, 290, 111, 279, 242), 58.0
(386, 6, 375, 12, 390, 314), 63.0
(302, 46, 195, 27, 286, 130), 46.0
(307, 262, 111, 70, 394, 49), 46.0
(148, 71, 164, 42, 331, 150), 64.0
(121, 297, 77, 212, 365, 39), 53.0
(160, 374, 177, 95, 351, 113), 44.0
(154, 12, 141, 78, 363, 187), 44.0
(396, 13, 399, 158, 340, 298), 75.0
(185, 344, 354, 18, 298, 82), 42.0
(200, 351, 121, 85, 302, 81), 46.0
(291, 296, 355, 253, 260, 90), 54.0
(275, 284, 339, 58, 296, 200), 77.0
(332, 284, 325, 31, 214, 62), 50.0
(182, 387, 190, 15, 377, 168), 49.0
(160, 0, 208, 79, 349, 311), 42.0
(172, 342, 156, 7, 322, 135), 48.0
(375, 348, 147, 20, 315, 78), 58.0
(57, 5, 234, 64, 239, 63), 52.0
(139, 90, 384, 36, 291, 99), 69.0
(261, 321, 83, 82, 273, 277), 54.0
(179, 17, 357, 102, 348, 73), 48.0
(103, 21, 171, 93, 363, 117), 54.0
(186, 0, 366, 23, 383, 54), 46.0
(158, 332, 94, 73, 309, 312), 75.0
(155, 31, 304, 77, 356, 209), 50.0
(121, 246, 336, 50, 267, 21), 70.0
(166, 362, 141, 95, 346, 143), 74.0
(137, 377, 182, 357, 353, 102), 72.0
(131, 374, 317, 117, 99, 33), 73.0
(128, 359, 177, 7, 373, 394), 55.0
(147, 307, 210, 67, 341, 175), 56.0
(288, 189, 373, 30, 278, 49), 46.0
(317, 162, 136, 80, 364, 184), 64.0
(190, 346, 163, 103, 324, 112), 46.0
(157, 8, 392, 84, 357, 123), 63.0
(282, 60, 266, 110, 332, 69), 50.0
(295, 173, 348, 61, 249, 152), 44.0
(172, 30, 102, 72, 56, 131), 70.0
(196, 12, 154, 95, 372, 115), 70.0
(233, 149, 197, 14, 367, 323), 54.0
(298, 174, 344, 59, 184, 163), 42.0
(309, 324, 62, 52, 147, 160), 44.0
(297, 209, 329, 46, 286, 149), 78.0
(281, 306, 188, 150, 179, 312), 54.0
(320, 0, 381, 89, 206, 195), 46.0
(290, 145, 358, 57, 191, 155), 64.0
(170, 226, 371, 0, 305, 40), 54.0
(274, 35, 116, 78, 384, 183), 46.0
(307, 43, 81, 67, 385, 142), 76.0
(163, 337, 125, 79, 335, 133), 48.0
(181, 392, 344, 306, 225, 9), 63.0
(149, 123, 363, 39, 189, 187), 70.0
(205, 349, 158, 124, 325, 107), 40.0
(327, 320, 171, 133, 346, 93), 56.0
(348, 315, 379, 145, 317, 101), 59.0
(205, 339, 149, 125, 327, 84), 66.0
(270, 24, 87, 61, 281, 167), 70.0
(246, 351, 169, 112, 349, 105), 50.0
(27, 370, 159, 70, 363, 178), 56.0
(392, 357, 189, 139, 399, 338), 81.0
(159, 49, 131, 14, 359, 188), 68.0
(89, 68, 349, 24, 391, 162), 68.0
(105, 388, 335, 47, 180, 172), 54.0
(151, 298, 140, 87, 163, 142), 66.0
(299, 310, 256, 59, 378, 60), 75.0
(115, 193, 351, 62, 260, 157), 42.0
(118, 217, 357, 73, 393, 304), 64.0
(293, 178, 351, 55, 260, 158), 62.0
(111, 196, 345, 63, 270, 151), 46.0
(181, 345, 154, 120, 330, 121), 40.0
(380, 203, 150, 125, 336, 126), 64.0
(173, 326, 20, 120, 17, 158), 36.0
(364, 330, 41, 117, 339, 284), 56.0
(176, 327, 43, 110, 22, 158), 51.0
(185, 167, 13, 133, 43, 174), 58.0
(178, 384, 282, 243, 235, 77), 66.0
(169, 337, 31, 69, 11, 122), 60.0
(171, 80, 167, 162, 293, 139), 38.0
(285, 179, 166, 52, 248, 147), 57.0
(165, 348, 176, 99, 36, 136), 50.0
(174, 79, 179, 123, 292, 114), 62.0
(310, 321, 55, 43, 202, 138), 46.0
(195, 197, 159, 106, 303, 65), 44.0
(186, 399, 223, 166, 311, 132), 60.0
(297, 340, 154, 126, 319, 152), 52.0
(181, 255, 167, 117, 287, 119), 56.0
(171, 354, 156, 107, 327, 128), 65.0
(167, 14, 139, 174, 339, 144), 52.0
(304, 184, 339, 192, 248, 169), 50.0
(74, 328, 183, 138, 145, 162), 59.0
(127, 81, 328, 19, 279, 26), 44.0
(180, 364, 334, 347, 353, 93), 56.0
(94, 9, 172, 159, 297, 334), 76.0
(191, 315, 67, 153, 210, 320), 70.0
(289, 171, 366, 4, 398, 153), 53.0
(118, 16, 349, 201, 257, 361), 40.0
(399, 83, 352, 187, 277, 360), 54.0
(143, 152, 354, 205, 253, 364), 60.0
(311, 335, 15, 204, 267, 142), 66.0
(260, 60, 272, 54, 16, 165), 52.0
(158, 24, 164, 84, 349, 383), 36.0
(157, 20, 162, 120, 1, 390), 76.0
(119, 94, 161, 219, 302, 378), 59.0
(110, 37, 369, 87, 262, 357), 40.0
(101, 37, 173, 96, 350, 365), 48.0
(113, 100, 367, 296, 266, 349), 54.0
(114, 113, 379, 9, 313, 382), 48.0
(213, 28, 2, 90, 344, 358), 60.0
(171, 18, 183, 101, 331, 370), 42.0
(175, 18, 183, 85, 330, 368), 44.0
(107, 0, 195, 102, 117, 373), 48.0
(385, 22, 190, 181, 326, 345), 64.0
(168, 38, 168, 75, 273, 383), None
(375, 18, 361, 13, 257, 354), 64.0
(358, 10, 297, 27, 323, 370), 62.0
(129, 32, 390, 82, 341, 395), 41.0
(134, 31, 395, 85, 342, 382), 54.0
(128, 47, 390, 93, 343, 262), 44.0
(162, 22, 388, 79, 337, 357), 57.0
(152, 29, 371, 68, 331, 398), 44.0
(165, 353, 384, 85, 57, 391), 60.0
(139, 5, 203, 98, 351, 399), 39.0
(135, 6, 213, 97, 332, 385), 65.0
(122, 15, 203, 100, 319, 398), 45.0
(145, 5, 203, 144, 357, 391), 54.0
(126, 345, 148, 109, 80, 389), 64.0
(174, 6, 176, 106, 347, 399), 46.0
(141, 25, 165, 91, 259, 384), 48.0
(115, 33, 397, 117, 336, 374), 58.0
(159, 16, 195, 127, 357, 379), 56.0
(181, 344, 243, 133, 369, 108), 50.0
(171, 10, 183, 79, 344, 393), 42.0
(155, 1, 157, 76, 348, 392), 48.0
(169, 10, 185, 85, 341, 375), 44.0
(100, 13, 377, 92, 323, 399), 53.0
(132, 360, 171, 36, 354, 123), 60.0
(200, 25, 183, 64, 292, 372), 44.0
(124, 331, 359, 224, 35, 85), 46.0
(145, 0, 150, 107, 310, 340), 70.0
(160, 44, 309, 98, 329, 378), 42.0
(187, 19, 346, 123, 286, 146), 40.0
(183, 21, 347, 116, 289, 146), 44.0
(193, 42, 279, 126, 299, 220), 48.0
(178, 19, 384, 135, 284, 133), 66.0
(108, 25, 322, 118, 274, 156), 58.0
(150, 42, 292, 101, 329, 388), 50.0
(163, 40, 163, 112, 262, 139), None
(172, 10, 207, 89, 340, 362), 46.0
(188, 49, 303, 144, 104, 68), 70.0
(158, 32, 268, 202, 318, 388), 42.0
(174, 33, 252, 212, 317, 389), 48.0
(281, 315, 341, 68, 191, 167), 50.0
(117, 15, 358, 130, 285, 151), 52.0
(166, 8, 175, 81, 350, 120), 54.0
(139, 322, 353, 105, 296, 129), 50.0
(187, 366, 144, 77, 359, 105), 44.0
(106, 32, 391, 99, 334, 376), 54.0
(195, 56, 316, 112, 309, 369), 54.0
(182, 334, 157, 3, 268, 58), 46.0
(303, 351, 365, 58, 273, 177), 64.0
(153, 36, 263, 198, 307, 391), 58.0
(173, 25, 179, 93, 329, 379), 46.0
(336, 18, 286, 202, 321, 397), 59.0
(122, 301, 309, 122, 342, 381), None
(319, 29, 190, 233, 317, 147), 60.0
(161, 308, 164, 104, 364, 113), 52.0
(133, 234, 165, 44, 254, 236), 62.0
(151, 52, 278, 186, 335, 387), 52.0
(290, 8, 376, 84, 350, 137), 44.0
(178, 343, 330, 23, 169, 80), 42.0
(114, 325, 337, 32, 196, 157), 50.0
(159, 19, 301, 194, 328, 366), 68.0
(142, 40, 22, 207, 324, 362), 64.0
(270, 3, 218, 74, 372, 123), 50.0
(93, 337, 399, 48, 162, 162), None
(205, 289, 196, 10, 301, 96), 48.0
(187, 344, 376, 19, 313, 79), 52.0
(349, 277, 346, 123, 284, 348), 60.0
(167, 35, 174, 97, 336, 382), 60.0
(368, 332, 310, 149, 183, 51), 64.0
(179, 353, 327, 23, 215, 88), 44.0
(228, 11, 386, 168, 347, 398), 62.0
(124, 193, 354, 140, 278, 146), 46.0
(315, 205, 331, 0, 181, 129), 54.0
(297, 373, 367, 136, 379, 116), 75.0
(191, 26, 264, 160, 345, 333), 48.0
(169, 15, 190, 59, 89, 276), 58.0
(177, 359, 132, 176, 51, 108), 72.0
(102, 139, 341, 36, 170, 75), 59.0
(182, 341, 200, 20, 293, 88), 60.0
(174, 365, 151, 13, 364, 68), 46.0
(278, 19, 107, 197, 321, 390), 48.0
(133, 312, 168, 113, 358, 138), 80.0
(158, 46, 292, 82, 340, 390), 50.0
(146, 0, 316, 73, 27, 399), 60.0
(198, 69, 322, 130, 129, 369), 56.0
(215, 221, 347, 29, 189, 74), 46.0
(82, 11, 357, 65, 67, 99), 42.0
(83, 320, 364, 66, 66, 153), None
(302, 304, 156, 52, 30, 107), 54.0
(96, 326, 356, 90, 16, 93), 66.0
(113, 345, 349, 8, 168, 81), 46.0
(154, 32, 148, 118, 202, 129), 62.0
(187, 23, 368, 216, 45, 103), 52.0
(118, 7, 184, 72, 260, 252), 54.0
(165, 17, 170, 103, 332, 382), 44.0
(141, 27, 159, 186, 369, 124), 58.0
(328, 127, 351, 45, 263, 44), 60.0
(285, 53, 286, 112, 250, 164), 61.0
(84, 108, 142, 69, 241, 287), 70.0
(172, 335, 343, 101, 177, 60), 36.0
(129, 214, 123, 107, 276, 54), 62.0
(161, 42, 293, 98, 290, 50), 42.0
(156, 36, 334, 125, 354, 141), 38.0
(179, 335, 333, 131, 304, 66), 50.0
(341, 355, 338, 124, 184, 145), 47.0
(140, 37, 342, 150, 196, 145), 52.0
(150, 317, 357, 118, 38, 60), 46.0
(154, 0, 153, 126, 352, 130), 64.0
(47, 10, 359, 122, 61, 94), 66.0
(71, 25, 162, 140, 354, 110), 47.0
(165, 42, 179, 101, 335, 355), 48.0
(162, 330, 372, 90, 349, 304), 74.0
(132, 183, 342, 135, 5, 101), 58.0
(73, 9, 370, 128, 362, 325), 54.0
(238, 293, 338, 110, 177, 156), 64.0
(169, 40, 275, 99, 301, 47), 46.0
(174, 348, 173, 113, 367, 135), 56.0
(147, 22, 220, 210, 321, 139), 58.0
(57, 28, 234, 145, 122, 119), 60.0
(359, 357, 361, 119, 359, 115), None
(307, 14, 35, 197, 152, 399), 54.0
(170, 16, 188, 84, 343, 119), 57.0
(274, 310, 384, 79, 376, 191), 62.0
(173, 338, 329, 95, 289, 48), 46.0
(192, 329, 138, 156, 52, 99), 73.0
(123, 52, 69, 112, 279, 40), 50.0
(157, 33, 332, 93, 313, 386), 68.0
(200, 345, 345, 28, 291, 72), None
(146, 285, 150, 105, 230, 52), 57.0
(183, 379, 167, 16, 221, 82), 66.0
(186, 339, 116, 22, 360, 61), 46.0
(171, 319, 161, 89, 343, 131), 42.0
(109, 155, 350, 132, 265, 151), 54.0
(156, 61, 311, 164, 326, 376), 44.0
(319, 47, 295, 98, 298, 60), 73.0
(138, 33, 304, 120, 206, 160), 50.0
(164, 317, 209, 186, 345, 342), 64.0
(176, 21, 178, 105, 335, 29), 66.0
(154, 320, 292, 88, 341, 134), 44.0
(291, 353, 387, 38, 394, 173), 86.0
(194, 336, 319, 15, 309, 141), 56.0
(370, 326, 158, 141, 13, 125), 46.0
(298, 329, 377, 65, 257, 170), 66.0
(163, 270, 286, 102, 331, 359), 64.0
(116, 298, 323, 129, 166, 154), 58.0
(314, 305, 328, 112, 185, 36), 52.0
(161, 2, 127, 89, 156, 66), 76.0
(96, 26, 355, 220, 94, 111), 68.0
(249, 320, 171, 86, 352, 143), 54.0
(151, 34, 281, 5, 136, 56), 58.0
(126, 202, 335, 54, 174, 146), 42.0
(137, 369, 146, 119, 74, 122), 48.0
(392, 240, 348, 79, 283, 54), 50.0
(125, 15, 94, 203, 267, 389), 50.0
(354, 42, 275, 107, 323, 369), 42.0
(178, 384, 318, 29, 372, 212), 54.0
(167, 309, 159, 115, 314, 43), 54.0
(332, 345, 252, 47, 192, 199), 50.0
(367, 325, 169, 122, 356, 136), 46.0
(306, 6, 226, 397, 307, 227), 68.0
(211, 311, 138, 0, 292, 130), 44.0
(108, 54, 334, 136, 244, 380), 48.0
(171, 27, 179, 94, 336, 371), 42.0
(181, 26, 366, 100, 47, 73), 78.0
(116, 47, 159, 93, 335, 136), 71.0
(106, 35, 58, 151, 280, 65), 53.0
(147, 1, 362, 128, 274, 267), 53.0
(130, 260, 342, 76, 351, 148), 57.0
(348, 63, 274, 271, 322, 105), 62.0
(191, 341, 331, 39, 302, 76), 60.0
(125, 300, 21, 57, 178, 147), 76.0
(158, 37, 265, 109, 331, 377), 50.0
(133, 16, 167, 92, 338, 128), 67.0
(169, 1, 201, 74, 348, 347), 47.0
(199, 349, 373, 9, 315, 85), 56.0
(141, 313, 246, 194, 269, 311), 62.0
(183, 356, 49, 143, 249, 156), 46.0
(384, 320, 155, 84, 344, 140), 68.0
(171, 11, 144, 81, 343, 118), 44.0
(165, 21, 151, 103, 328, 363), 56.0
(118, 360, 345, 49, 213, 165), 50.0
(268, 42, 392, 124, 321, 351), 56.0
(186, 334, 176, 170, 283, 126), 58.0
(293, 251, 357, 68, 171, 319), 66.0
(311, 277, 349, 115, 189, 154), 66.0
(101, 172, 340, 109, 258, 155), 46.0
(127, 134, 378, 208, 273, 143), 58.0
(288, 320, 392, 70, 383, 113), 53.0
(322, 28, 108, 94, 104, 98), 38.0
(324, 29, 112, 110, 329, 370), 42.0
(324, 25, 124, 116, 328, 364), 56.0
(378, 26, 104, 95, 101, 94), 50.0
(330, 16, 100, 87, 342, 396), 44.0
(318, 292, 85, 135, 365, 106), 51.0
(341, 32, 111, 14, 29, 88), 70.0
(150, 299, 137, 234, 21, 116), 54.0
(135, 48, 79, 124, 75, 99), 88.0
(91, 12, 369, 62, 36, 99), 72.0
(355, 37, 128, 102, 354, 359), 59.0
(60, 21, 365, 147, 294, 92), 50.0
(157, 57, 308, 102, 116, 47), 62.0
(337, 339, 382, 129, 394, 110), 48.0
(0, 11, 170, 138, 60, 107), 70.0
(181, 365, 186, 19, 361, 80), 56.0
(307, 244, 143, 53, 180, 141), 62.0
(278, 349, 384, 157, 89, 189), 50.0
(160, 43, 285, 97, 282, 122), 65.0
(301, 75, 357, 119, 37, 100), 60.0
(147, 4, 209, 7, 138, 333), 52.0
(39, 19, 352, 46, 6, 181), 60.0
(223, 330, 119, 88, 61, 94), 38.0
(227, 330, 113, 107, 83, 89), 74.0
(219, 335, 121, 82, 68, 145), 50.0
(235, 226, 132, 84, 0, 136), 57.0
(213, 16, 97, 95, 55, 96), 58.0
(203, 329, 106, 113, 204, 76), 58.0
(195, 341, 106, 33, 20, 89), 68.0
(255, 309, 121, 88, 236, 119), 62.0
(399, 44, 302, 104, 322, 380), 74.0
(363, 51, 295, 106, 44, 375), 48.0
(175, 315, 151, 93, 339, 128), 50.0
(177, 312, 165, 91, 337, 108), 48.0
(329, 30, 114, 123, 351, 340), 46.0
(322, 28, 112, 132, 66, 105), 73.0
(223, 22, 134, 79, 68, 98), 60.0
(356, 41, 238, 114, 370, 114), None
(242, 7, 0, 71, 54, 399), 60.0
(204, 326, 371, 0, 50, 87), 54.0
(207, 350, 118, 10, 307, 66), 48.0
(164, 326, 162, 79, 356, 390), 45.0
(189, 336, 100, 190, 299, 84), 42.0
(152, 315, 154, 96, 345, 132), 56.0
(315, 305, 130, 137, 109, 149), 51.0
(121, 338, 117, 176, 162, 70), 52.0
(145, 0, 198, 196, 319, 386), 44.0
(132, 324, 90, 88, 350, 139), 52.0
(170, 34, 167, 95, 358, 122), 50.0
(165, 392, 179, 100, 377, 115), 51.0
(173, 25, 174, 124, 335, 125), 48.0
(159, 34, 192, 112, 285, 46), 54.0
(315, 265, 105, 120, 146, 146), None
