Sampler:TPESampler
(196, 70, 130), 64.0
(326, 361, 42), 96.0
(214, 374, 62), 58.0
(50, 284, 341), 96.0
(38, 170, 195), 68.0
(23, 392, 170), 70.0
(357, 20, 370), 56.0
(337, 17, 285), 54.0
(205, 338, 28), 54.0
(23, 378, 217), 56.0
(291, 135, 288), 94.0
(216, 264, 2), 52.0
(265, 257, 272), 72.0
(395, 240, 105), 62.0
(126, 127, 261), 79.0
(126, 202, 324), 86.0
(261, 62, 3), 94.0
(179, 319, 19), 47.0
(118, 310, 90), 46.0
(103, 311, 91), 48.0
(156, 217, 144), 68.0
(84, 307, 87), 82.0
(90, 315, 72), 80.0
(169, 323, 117), 66.0
(93, 288, 36), 76.0
(133, 346, 159), 64.0
(62, 236, 98), 88.0
(172, 277, 62), 74.0
(140, 304, 215), 52.0
(244, 182, 114), 64.0
(1, 338, 25), 52.0
(3, 348, 25), 84.0
(108, 339, 51), 64.0
(70, 398, 81), 54.0
(184, 358, 17), 56.0
(149, 297, 47), 78.0
(228, 258, 0), 67.0
(0, 325, 140), 68.0
(50, 373, 183), 60.0
(25, 375, 63), 56.0
(188, 290, 126), 86.0
(211, 275, 35), 54.0
(139, 311, 214), 78.0
(111, 265, 9), 68.0
(71, 333, 219), 94.0
(226, 236, 233), 92.0
(105, 360, 175), 54.0
(165, 306, 92), 64.0
(45, 383, 256), 50.0
(40, 393, 246), 66.0
(143, 121, 331), 98.0
(12, 378, 303), 46.0
(24, 378, 321), 52.0
(42, 374, 312), 96.0
(57, 357, 289), 78.0
(21, 382, 359), 47.0
(15, 386, 356), 58.0
(81, 365, 397), 58.0
(34, 398, 382), 51.0
(297, 327, 301), 48.0
(305, 324, 356), 82.0
(381, 351, 271), 88.0
(347, 326, 301), 80.0
(293, 385, 253), 82.0
(95, 365, 344), 58.0
(71, 343, 301), 78.0
(266, 315, 279), 96.0
(13, 246, 338), 54.0
(120, 294, 155), 48.0
(121, 220, 149), 78.0
(321, 145, 107), 76.0
(157, 296, 196), 52.0
(122, 272, 130), 48.0
(123, 282, 126), 94.0
(181, 275, 152), 52.0
(118, 5, 78), 94.0
(99, 299, 139), 61.0
(201, 330, 187), 64.0
(82, 310, 115), 52.0
(249, 270, 65), 86.0
(131, 319, 166), 66.0
(58, 286, 98), 50.0
(11, 339, 130), 78.0
(29, 348, 51), 54.0
(150, 287, 99), 60.0
(52, 252, 205), 52.0
(109, 386, 237), 54.0
(67, 297, 85), 68.0
(164, 368, 297), 74.0
(85, 352, 268), 72.0
(38, 63, 315), 56.0
(46, 335, 95), 58.0
(78, 260, 371), 56.0
(55, 282, 104), 64.0
(19, 312, 76), 70.0
(139, 305, 135), 64.0
(102, 293, 122), 56.0
(192, 321, 158), 64.0
(115, 227, 111), 56.0
(30, 188, 89), 102.0
(93, 383, 284), 58.0
(63, 372, 397), 52.0
(33, 398, 371), 92.0
(130, 399, 383), 60.0
(21, 390, 355), 55.0
(10, 359, 377), 73.0
(4, 380, 388), 84.0
(42, 268, 68), 68.0
(74, 304, 349), 52.0
(35, 330, 53), 80.0
(58, 343, 176), 58.0
(62, 372, 390), 75.0
(161, 291, 259), 58.0
(171, 274, 148), 94.0
(52, 250, 222), 54.0
(3, 320, 22), 76.0
(177, 91, 192), 60.0
(257, 282, 323), 84.0
(24, 353, 11), 50.0
(371, 354, 9), 60.0
(230, 361, 11), 72.0
(47, 253, 37), 74.0
(78, 305, 348), 66.0
(28, 379, 57), 74.0
(19, 378, 311), 94.0
(72, 335, 329), 70.0
(4, 392, 23), 61.0
(210, 314, 159), 59.0
(149, 368, 42), 76.0
(274, 263, 245), 78.0
(12, 346, 0), 65.0
(139, 327, 365), 71.0
(176, 296, 165), 48.0
(158, 297, 198), 56.0
(89, 368, 390), 48.0
(89, 390, 364), 50.0
(106, 361, 336), 54.0
(92, 390, 365), 47.0
(93, 387, 121), 48.0
(100, 369, 137), 52.0
(119, 386, 116), 86.0
(90, 388, 375), 50.0
(112, 382, 162), 56.0
(89, 395, 362), 52.0
(94, 391, 103), 44.0
(97, 288, 102), 56.0
(125, 352, 123), 60.0
(107, 313, 110), 56.0
(134, 375, 171), 54.0
(89, 399, 394), 71.0
(101, 392, 92), 48.0
(113, 384, 88), 50.0
(99, 391, 80), 50.0
(100, 391, 131), 52.0
(82, 365, 361), 96.0
(125, 378, 120), 60.0
(90, 389, 376), 52.0
(194, 206, 104), 56.0
(111, 370, 143), 48.0
(115, 356, 151), 68.0
(106, 369, 139), 48.0
(109, 373, 142), 54.0
(117, 362, 145), 52.0
(131, 338, 180), 58.0
(82, 372, 128), 60.0
(104, 378, 153), 54.0
(124, 306, 98), 50.0
(145, 33, 73), 104.0
(92, 384, 117), 54.0
(219, 347, 135), 96.0
(96, 399, 127), 58.0
(85, 390, 375), 57.0
(329, 377, 169), 58.0
(113, 368, 82), 48.0
(182, 365, 85), 70.0
(107, 367, 138), 48.0
(105, 318, 141), 52.0
(118, 366, 110), 56.0
(135, 301, 90), 62.0
(110, 331, 95), 56.0
(126, 371, 133), 46.0
(126, 369, 158), 50.0
(102, 357, 135), 50.0
(115, 376, 120), 48.0
(114, 162, 121), 90.0
(96, 380, 150), 64.0
(120, 372, 111), 46.0
(129, 360, 107), 66.0
(153, 373, 131), 66.0
(121, 368, 70), 58.0
(107, 345, 110), 60.0
(114, 380, 127), 52.0
(137, 385, 147), 52.0
(121, 324, 117), 50.0
(104, 394, 97), 50.0
(111, 374, 136), 76.0
(75, 296, 84), 68.0
(204, 354, 119), 52.0
(172, 310, 102), 54.0
(129, 365, 112), 62.0
(98, 384, 141), 48.0
(98, 382, 140), 48.0
(94, 390, 163), 52.0
(100, 382, 129), 74.0
(144, 370, 145), 74.0
(114, 376, 385), 74.0
(118, 399, 137), 74.0
(80, 387, 154), 52.0
(97, 385, 295), 68.0
(105, 362, 145), 48.0
(305, 358, 90), 50.0
(88, 374, 142), 54.0
(107, 363, 122), 84.0
(101, 380, 399), 60.0
(109, 369, 126), 56.0
(123, 392, 140), 102.0
(120, 317, 156), 48.0
(134, 319, 153), 64.0
(94, 313, 106), 58.0
(87, 385, 342), 96.0
(112, 281, 136), 60.0
(103, 337, 131), 56.0
(123, 302, 205), 52.0
(117, 376, 143), 48.0
(242, 376, 144), 76.0
(112, 362, 137), 60.0
(187, 377, 79), 54.0
(106, 353, 166), 58.0
(97, 399, 114), 84.0
(82, 368, 123), 66.0
(397, 308, 158), 94.0
(127, 326, 152), 48.0
(128, 386, 148), 38.0
(131, 391, 149), 54.0
(126, 293, 173), 54.0
(140, 327, 160), 87.0
(118, 373, 90), 78.0
(120, 383, 145), 92.0
(130, 380, 148), 74.0
(95, 318, 100), 50.0
(118, 301, 162), 48.0
(105, 389, 131), 46.0
(108, 393, 132), 52.0
(117, 382, 140), 48.0
(102, 388, 127), 76.0
(112, 299, 167), 62.0
(128, 329, 153), 48.0
(119, 371, 142), 52.0
(136, 363, 150), 58.0
(93, 387, 306), 52.0
(124, 375, 133), 54.0
(165, 324, 155), 48.0
(177, 393, 351), 75.0
(167, 325, 160), 90.0
(145, 305, 172), 48.0
(358, 385, 334), 78.0
(151, 315, 175), 72.0
(130, 327, 156), 52.0
(110, 347, 144), 58.0
(142, 307, 186), 74.0
(113, 380, 274), 50.0
(125, 317, 153), 56.0
(144, 289, 165), 87.0
(103, 397, 118), 50.0
(120, 382, 135), 52.0
(87, 369, 116), 50.0
(194, 274, 32), 64.0
(70, 386, 137), 54.0
(137, 392, 124), 44.0
(175, 301, 181), 48.0
(151, 394, 111), 56.0
(117, 399, 143), 50.0
(186, 377, 124), 76.0
(167, 341, 174), 56.0
(130, 334, 125), 50.0
(137, 370, 104), 46.0
(133, 360, 383), 48.0
(159, 304, 93), 48.0
(135, 355, 368), 92.0
(164, 388, 104), 44.0
(157, 363, 104), 50.0
(143, 309, 101), 79.0
(101, 392, 225), 72.0
(161, 399, 90), 58.0
(120, 378, 130), 60.0
(127, 334, 109), 54.0
(118, 372, 137), 80.0
(148, 323, 319), 58.0
(137, 383, 151), 64.0
(178, 390, 185), 50.0
(13, 369, 114), 60.0
(168, 320, 160), 78.0
(147, 331, 165), 56.0
(138, 312, 155), 88.0
(159, 347, 165), 52.0
(122, 381, 127), 82.0
(132, 391, 116), 76.0
(173, 389, 102), 50.0
(128, 340, 150), 64.0
(150, 85, 157), 46.0
(155, 75, 284), 52.0
(108, 163, 130), 104.0
